round,idno,cntry,trustpeople1,trustpeople2,trustpeople3,politics1,politics2,politics3,politics4,politics5,politics6,politics7,discriminate,optimism,D1,D2,D3,D4R,D5,D6R,D7,D8
6,601524,NL,1,2,3,5,3,3,5,5,3,6,0,1,1,1,2,3,1,4,1,2
6,601525,NL,3,9,5,6,7,5,5,5,5,7,0,2,1,1,1,4,2,3,1,1
6,601526,NL,4,4,10,8,8,4,3,3,5,8,0,5,4,4,2,1,4,2,2,1
6,601528,NL,5,7,7,5,7,3,3,3,0,0,0,NA,1,2,3,2,2,2,2,2
6,601529,NL,5,0,4,3,4,8,3,4,1,3,0,1,1,2,3,2,3,2,1,2
6,601531,NL,5,6,7,5,6,8,6,5,5,6,0,4,2,2,3,3,2,3,2,3
6,601533,NL,7,8,6,7,6,7,5,7,6,8,0,1,1,1,1,4,1,3,1,1
6,601534,NL,7,4,4,5,6,7,4,5,3,7,0,4,1,2,1,4,1,3,2,2
6,601535,NL,10,9,7,7,8,8,6,7,6,6,0,2,2,2,2,2,2,3,1,2
6,601537,NL,7,7,7,1,6,6,4,5,6,7,0,2,2,1,1,3,1,3,2,2
6,601539,NL,7,5,3,7,3,5,7,7,8,6,0,2,1,2,1,3,1,3,1,3
6,601540,NL,7,7,7,5,5,8,5,5,5,5,0,2,1,1,1,4,2,4,2,1
6,601541,NL,4,8,7,7,8,5,8,8,9,9,0,2,2,2,1,4,1,4,1,4
6,601544,NL,7,7,5,7,8,6,7,6,7,7,0,3,2,2,2,2,2,2,2,2
6,601545,NL,7,7,6,6,4,5,6,7,5,6,0,2,1,1,1,3,1,4,1,1
6,601546,NL,7,5,4,5,2,2,3,6,7,8,0,2,1,3,2,3,1,2,1,2
6,601551,NL,6,8,7,6,8,7,6,6,5,6,0,3,2,1,2,3,1,3,1,2
6,601554,NL,4,6,5,6,7,6,3,6,6,5,0,2,1,1,1,3,1,3,1,1
6,601555,NL,4,6,5,5,7,7,4,4,5,8,0,2,1,1,3,3,1,3,1,1
6,601561,NL,5,10,8,5,8,8,5,3,3,NA,0,2,1,1,3,3,1,4,2,1
6,601564,NL,7,7,3,2,0,4,2,4,1,5,0,2,2,1,2,4,1,4,2,2
6,601566,NL,5,8,8,7,7,7,7,6,6,6,0,3,1,1,1,4,1,4,1,1
6,601569,NL,8,9,7,2,3,7,5,5,5,6,0,3,1,2,1,3,2,3,1,2
6,601570,NL,5,4,7,4,7,7,2,3,1,4,0,4,1,1,1,3,2,3,1,2
6,601571,NL,7,4,5,3,5,7,4,4,5,5,0,2,3,2,3,3,4,4,2,3
6,601574,NL,7,6,5,5,6,6,6,6,6,7,0,4,2,2,1,2,3,3,2,2
6,601575,NL,10,9,9,9,9,9,8,8,8,8,0,2,1,1,2,3,1,3,1,1
6,601577,NL,8,8,8,5,7,8,5,5,5,5,0,2,1,1,1,4,1,4,1,1
6,601578,NL,7,5,7,5,3,7,4,4,7,7,1,1,2,2,1,4,1,3,1,2
6,601582,NL,6,6,6,7,7,7,7,7,5,7,0,2,1,1,1,4,1,4,1,1
6,601583,NL,3,0,0,1,5,5,3,2,3,NA,0,4,1,4,3,2,4,2,3,1
6,601584,NL,7,7,7,7,8,7,7,7,6,6,0,2,2,2,2,3,1,3,2,2
6,601587,NL,6,7,5,8,9,8,6,6,7,6,0,3,1,1,1,2,1,2,1,2
6,601588,NL,5,6,7,0,5,2,0,2,2,0,0,2,1,1,1,3,2,3,1,1
6,601589,NL,7,5,8,5,8,8,7,6,6,5,0,2,1,3,2,3,1,4,1,1
6,601591,NL,4,7,6,5,8,7,5,6,4,5,0,2,1,2,2,3,1,3,1,2
6,601594,NL,4,5,4,3,6,5,2,2,2,4,0,2,1,1,1,4,1,4,1,1
6,601595,NL,2,9,3,5,5,7,2,2,2,NA,0,2,1,1,1,4,1,3,1,1
6,601597,NL,6,8,5,6,7,8,7,7,4,6,0,2,1,2,2,3,2,2,2,2
6,601598,NL,2,3,4,5,NA,7,5,5,5,5,0,4,2,2,2,2,1,4,2,1
6,601602,NL,5,5,2,0,0,3,0,0,1,1,0,2,1,2,1,2,2,3,1,2
6,601603,NL,7,7,6,4,7,2,6,6,4,7,0,2,1,1,1,4,1,4,1,2
6,601604,NL,7,7,5,5,5,5,5,5,5,5,0,2,1,1,2,4,4,3,1,1
6,601608,NL,4,5,4,4,4,5,3,3,1,6,0,1,1,2,3,4,1,4,1,2
6,601609,NL,7,7,6,7,8,8,7,7,6,6,0,2,1,1,2,3,1,3,1,2
6,601612,NL,7,7,5,5,6,6,5,5,3,5,0,3,1,1,2,2,1,2,2,1
6,601613,NL,8,8,8,7,7,7,7,7,6,6,0,1,1,1,1,4,1,4,2,2
6,601618,NL,4,7,7,3,3,2,0,0,0,4,0,3,2,1,1,2,2,2,2,1
6,601619,NL,5,6,8,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2
6,601623,NL,5,3,5,7,8,8,8,8,8,8,0,2,1,1,2,3,1,3,1,1
6,601625,NL,5,6,4,7,6,7,7,6,4,3,0,2,1,1,1,3,1,4,1,2
6,601627,NL,8,9,8,5,7,7,5,5,5,5,0,2,1,1,2,4,1,4,1,1
6,601629,NL,4,10,1,5,NA,0,4,4,NA,5,0,1,1,1,2,3,1,3,1,1
6,601633,NL,6,6,2,5,8,9,5,5,5,7,1,3,1,1,1,2,1,2,2,1
6,601634,NL,7,7,7,7,7,7,7,6,6,6,0,1,1,1,1,3,2,4,2,1
6,601637,NL,7,7,6,6,6,7,6,6,NA,NA,0,2,1,1,1,1,1,1,1,1
6,601638,NL,8,7,7,5,5,5,5,5,4,5,0,2,1,2,2,4,1,3,1,2
6,601639,NL,7,7,4,6,7,3,6,6,5,8,0,2,1,2,2,3,2,1,2,2
6,601642,NL,7,8,8,7,9,9,7,6,7,7,0,1,2,1,1,2,1,3,2,1
6,601644,NL,2,5,5,0,0,2,0,0,0,2,0,2,1,2,1,4,1,4,2,1
6,601645,NL,5,8,6,5,7,7,6,5,6,NA,0,1,2,2,1,4,1,4,2,1
6,601646,NL,3,5,2,2,4,2,0,1,0,2,0,4,3,3,2,2,2,2,2,2
6,601647,NL,7,7,6,4,7,3,2,3,1,3,0,1,1,1,1,4,2,3,1,1
6,601649,NL,7,8,7,6,5,7,6,6,NA,6,0,2,1,1,1,3,1,3,1,1
6,601650,NL,6,7,8,3,7,7,5,5,2,4,0,2,2,2,4,4,1,4,2,2
6,601651,NL,2,2,2,4,6,5,2,2,2,3,0,1,2,1,1,4,2,4,1,2
6,601653,NL,7,8,8,7,7,9,9,7,NA,10,0,2,1,2,2,4,1,4,1,1
6,601657,NL,7,7,7,7,7,7,7,7,7,8,0,3,2,2,2,NA,2,NA,1,1
6,601658,NL,9,5,4,7,7,7,6,6,6,3,0,2,2,2,1,2,1,2,2,3
6,601663,NL,7,7,8,6,6,6,5,5,3,4,1,2,1,1,1,3,1,3,1,1
6,601665,NL,10,8,5,3,7,7,3,5,6,7,1,2,1,2,2,3,1,3,1,1
6,601667,NL,4,4,3,0,6,6,3,1,1,5,0,3,3,3,3,2,2,2,3,3
6,601668,NL,4,6,6,7,8,8,7,7,8,3,0,3,1,1,3,3,2,2,1,2
6,601669,NL,8,8,8,1,7,8,5,5,8,7,0,2,1,1,2,1,1,1,1,1
6,601671,NL,6,6,4,8,8,6,7,7,8,6,0,2,1,1,1,3,1,1,1,1
6,601676,NL,6,7,4,4,4,3,4,4,5,6,1,4,1,1,2,3,1,4,1,2
6,601680,NL,5,7,4,7,7,6,6,6,5,5,0,2,1,1,1,3,1,3,2,2
6,601681,NL,7,7,2,1,2,0,0,0,1,1,0,3,2,3,4,4,1,3,2,3
6,601682,NL,3,2,4,10,10,5,8,8,7,3,0,1,2,1,3,4,2,4,2,1
6,601683,NL,5,5,6,6,7,7,5,3,3,5,0,2,1,2,3,4,1,4,1,3
6,601684,NL,6,6,7,5,6,6,5,5,5,5,0,2,1,1,1,4,1,4,1,1
6,601685,NL,7,7,7,7,8,8,7,7,6,7,0,2,1,1,1,4,1,3,1,1
6,601686,NL,7,6,8,5,5,5,5,5,NA,NA,0,1,1,3,1,3,1,4,1,1
6,601689,NL,5,8,8,10,7,8,6,8,6,5,0,2,2,2,1,3,1,3,4,4
6,601690,NL,3,5,5,2,8,5,2,2,0,6,0,2,1,2,2,3,1,4,2,2
6,601691,NL,7,7,5,7,7,7,7,7,5,7,0,4,1,1,1,2,1,3,1,1
6,601692,NL,5,4,3,7,9,7,7,7,7,8,0,3,1,2,2,3,1,3,2,2
6,601693,NL,8,8,6,7,7,7,7,8,6,6,0,3,2,2,2,4,1,3,2,3
6,601694,NL,3,5,4,6,5,6,5,5,4,NA,0,2,2,2,2,3,2,3,2,2
6,601697,NL,6,6,5,5,5,7,5,6,2,6,0,4,1,2,2,3,1,3,2,2
6,601700,NL,7,7,7,7,7,9,6,7,6,7,0,2,1,1,2,4,1,3,2,2
6,601701,NL,7,7,2,5,5,5,5,5,6,7,0,3,4,3,1,1,1,2,1,1
6,601702,NL,6,7,6,6,7,8,6,7,7,7,0,1,1,2,1,4,1,3,1,1
6,601704,NL,8,8,7,7,6,7,5,5,2,6,1,2,1,1,1,4,1,4,1,1
6,601706,NL,7,7,2,3,3,7,5,5,5,3,0,2,1,1,1,3,1,3,1,2
6,601710,NL,7,4,6,7,7,8,7,7,8,8,0,2,1,1,1,3,1,3,1,1
6,601712,NL,7,6,4,7,8,6,6,7,5,8,0,2,1,1,2,4,1,3,2,1
6,601713,NL,5,6,5,6,5,6,6,6,5,7,0,2,1,1,1,4,1,4,1,1
6,601714,NL,8,8,6,7,8,7,6,7,5,8,0,2,1,1,2,3,1,3,2,1
6,601715,NL,7,8,7,7,7,7,6,6,6,7,0,2,1,2,2,3,1,4,1,1
6,601716,NL,8,7,7,5,4,4,6,6,6,6,0,2,2,3,3,3,1,3,2,1
6,601717,NL,6,8,7,0,9,8,0,0,0,6,0,1,1,1,1,4,1,4,1,1
6,601718,NL,8,7,8,6,8,6,6,5,5,3,0,2,2,2,3,4,2,4,1,2
6,601719,NL,4,6,7,1,0,6,2,3,5,7,0,2,1,2,1,3,1,3,2,1
6,601721,NL,6,7,7,4,4,7,4,4,2,7,0,2,1,1,1,3,1,3,1,1
6,601723,NL,8,8,7,6,9,9,6,6,4,7,0,3,1,3,1,4,1,4,1,1
6,601724,NL,9,1,8,1,1,5,1,1,1,1,0,1,3,1,3,4,1,3,2,1
6,601725,NL,6,6,7,4,4,4,5,5,5,5,0,2,1,1,2,4,1,4,1,1
6,601730,NL,7,8,4,7,8,8,7,7,6,7,0,2,1,1,2,4,1,4,1,2
6,601732,NL,6,7,8,0,0,2,0,0,0,0,0,3,2,1,2,3,1,3,1,1
6,601739,NL,7,7,6,9,8,9,6,7,7,7,0,2,1,1,1,4,1,4,1,1
6,601744,NL,8,7,6,7,8,8,7,7,6,7,0,1,1,1,1,3,1,3,2,2
6,601745,NL,7,7,7,5,5,8,5,5,6,8,0,3,1,2,1,3,2,3,2,1
6,601746,NL,6,8,7,1,6,7,1,1,3,6,0,3,1,1,1,4,2,3,1,2
6,601747,NL,9,9,9,8,8,8,7,7,7,6,0,3,1,1,1,2,1,2,1,1
6,601748,NL,5,7,6,6,6,7,5,5,6,6,0,3,1,1,1,3,1,4,1,1
6,601749,NL,0,7,6,6,6,8,7,5,7,7,0,2,1,1,1,4,1,3,1,1
6,601752,NL,6,5,2,NA,7,5,6,6,7,6,0,4,2,1,2,3,2,3,1,2
6,601754,NL,1,6,2,2,7,7,2,2,2,4,0,4,1,1,2,2,2,2,1,1
6,601756,NL,7,7,7,8,9,8,7,7,7,7,0,3,2,1,2,2,2,2,2,1
6,601758,NL,7,7,8,6,6,7,7,7,7,5,0,1,1,1,1,4,1,4,1,1
6,601759,NL,1,9,10,5,5,3,2,3,4,3,0,4,2,1,2,1,3,4,2,2
6,601760,NL,7,6,7,7,8,10,6,6,5,5,1,2,1,1,2,4,1,4,1,1
6,601762,NL,7,8,8,4,4,6,5,5,5,5,0,2,2,1,1,4,1,3,2,2
6,601763,NL,6,8,6,5,5,7,5,5,5,3,0,3,1,2,1,3,1,3,2,2
6,601771,NL,7,7,7,5,5,5,5,4,6,6,0,1,1,1,1,4,1,4,1,1
6,601774,NL,8,6,8,5,5,7,4,5,5,7,0,2,1,1,2,4,1,4,2,2
6,601775,NL,7,7,7,7,7,5,6,6,6,5,0,2,1,1,2,4,1,4,1,2
6,601779,NL,7,6,4,5,4,6,3,3,3,4,0,2,1,1,2,3,1,3,1,2
6,601782,NL,7,8,8,6,7,7,6,6,7,7,0,3,2,2,2,2,2,3,1,2
6,601784,NL,8,7,3,6,8,7,6,4,5,5,0,2,1,1,2,4,1,4,1,1
6,601785,NL,2,2,3,4,5,6,5,7,4,5,1,5,3,3,3,2,3,1,3,3
6,601790,NL,2,3,5,0,0,0,0,4,0,0,1,5,2,1,2,2,3,1,2,1
6,601792,NL,4,7,6,6,7,7,3,3,5,6,0,2,4,3,3,2,1,2,4,4
6,601796,NL,5,8,6,3,1,4,3,3,3,3,0,4,2,1,1,4,1,3,2,1
6,601798,NL,5,7,6,4,6,8,4,4,6,6,0,2,1,2,1,4,1,4,1,1
6,601800,NL,6,6,3,6,8,9,6,6,7,7,0,1,1,1,1,4,1,4,1,1
6,601801,NL,8,7,7,7,8,8,7,5,7,7,0,2,1,1,4,3,1,4,1,1
6,601802,NL,8,8,6,7,8,8,7,7,5,3,0,1,1,1,2,3,1,3,1,2
6,601803,NL,4,7,8,8,8,6,7,7,7,8,0,2,2,1,3,2,2,1,2,3
6,601804,NL,6,3,3,0,2,1,0,0,0,3,0,2,1,2,1,3,1,4,1,2
6,601805,NL,6,6,6,7,8,6,5,5,4,6,0,2,1,2,1,3,1,4,1,2
6,601809,NL,5,4,4,3,7,0,4,4,NA,NA,0,4,3,2,2,2,3,2,2,3
6,601812,NL,7,8,6,6,8,8,6,6,6,5,0,2,2,1,1,2,2,3,2,1
6,601816,NL,7,7,6,7,9,9,6,6,5,9,0,2,1,1,1,3,1,3,1,2
6,601819,NL,9,9,7,5,6,7,5,4,4,7,0,3,1,1,1,2,1,4,1,1
6,601823,NL,8,8,5,3,4,7,3,3,5,3,0,4,1,2,2,4,1,3,1,2
6,601824,NL,8,8,5,0,3,3,3,1,1,5,0,1,1,1,1,4,1,4,1,1
6,601825,NL,8,8,5,7,7,7,3,0,3,7,0,2,2,2,2,4,1,3,2,2
6,601827,NL,9,9,2,6,8,8,7,7,6,7,0,2,2,2,2,4,1,3,2,1
6,601834,NL,7,7,6,4,6,6,5,5,4,5,0,3,1,2,1,4,1,4,1,1
6,601839,NL,7,7,7,5,6,7,4,5,4,5,0,1,1,1,1,3,1,4,1,1
6,601841,NL,7,7,5,6,6,7,6,5,5,7,0,2,1,1,2,4,1,4,1,2
6,601843,NL,8,8,7,7,7,8,6,7,7,8,0,2,1,1,2,3,1,3,1,1
6,601849,NL,8,5,7,2,2,5,5,1,0,1,0,3,1,1,1,3,1,2,2,2
6,601851,NL,4,4,4,6,5,5,5,6,5,6,0,3,2,2,2,2,1,2,2,1
6,601855,NL,7,8,6,5,7,7,5,5,6,6,0,4,1,4,2,2,1,1,2,4
6,601857,NL,4,4,4,3,4,6,4,4,4,4,0,4,2,3,3,1,3,1,3,3
6,601863,NL,3,5,0,2,4,2,2,1,1,1,1,1,2,2,2,4,2,4,2,2
6,601865,NL,7,6,6,5,6,6,5,5,4,6,0,4,1,1,2,3,1,2,1,2
6,601867,NL,5,5,6,4,4,7,5,5,5,5,0,2,1,1,1,4,1,4,1,1
6,601871,NL,5,4,5,5,5,6,5,4,6,6,0,2,1,1,1,3,2,3,1,1
6,601875,NL,1,0,7,NA,0,1,NA,1,1,NA,1,3,2,2,3,2,3,2,3,2
6,601877,NL,4,4,4,5,5,6,5,4,3,4,0,3,1,1,3,3,1,4,2,1
6,601878,NL,7,8,6,7,7,6,5,6,7,7,0,3,1,2,1,2,1,2,2,2
6,601883,NL,7,7,7,6,5,7,6,6,6,4,0,1,1,2,1,3,2,3,2,2
6,601885,NL,6,6,6,7,8,8,6,5,2,3,1,4,2,2,3,3,1,2,2,3
6,601887,NL,2,7,8,4,4,7,4,4,1,6,0,2,1,2,1,4,1,3,2,2
6,601889,NL,7,8,5,7,6,8,5,5,5,6,0,3,1,4,4,3,1,3,1,3
6,601890,NL,6,6,7,5,5,7,6,8,6,6,0,1,1,1,2,3,1,3,2,1
6,601892,NL,7,6,7,7,8,7,7,6,6,5,0,4,1,1,1,2,2,2,1,1
6,601893,NL,7,7,6,7,7,8,7,7,7,7,0,2,1,2,3,4,1,4,1,2
6,601894,NL,5,6,7,4,6,5,3,6,2,6,0,2,1,1,1,4,1,4,1,1
6,601895,NL,7,2,8,5,6,7,7,6,4,7,0,2,2,2,1,2,2,2,2,2
6,601896,NL,6,7,6,6,7,6,6,6,5,5,0,4,2,2,3,2,1,2,3,2
6,601900,NL,6,6,4,6,6,8,6,6,6,6,0,2,3,3,3,1,1,1,3,3
6,601902,NL,6,6,8,5,3,7,6,5,6,6,0,2,2,3,1,4,2,3,2,3
6,601904,NL,3,5,4,2,7,4,0,1,6,3,0,2,1,1,2,2,1,2,1,3
6,601910,NL,3,6,4,8,9,8,7,7,8,5,0,3,1,2,2,4,1,3,1,2
6,601911,NL,5,3,0,0,0,0,2,0,0,0,1,2,1,1,1,4,2,4,1,1
6,601914,NL,1,0,0,5,2,5,5,5,5,5,1,5,2,4,3,1,1,1,2,2
6,601915,NL,6,6,5,6,6,6,5,5,5,5,0,2,2,2,2,2,1,2,2,3
6,601916,NL,5,5,5,8,9,6,6,5,5,5,0,3,2,2,2,3,1,3,1,1
6,601921,NL,6,7,5,4,7,7,6,6,6,4,0,2,2,1,2,3,1,3,2,1
6,601922,NL,3,7,7,6,6,6,6,6,7,7,0,2,1,1,1,4,1,4,1,1
6,601926,NL,0,5,5,2,2,4,0,0,0,6,0,2,1,1,3,4,1,4,1,2
6,601929,NL,8,7,3,7,8,7,6,7,8,7,0,4,1,1,2,3,2,3,2,3
6,601932,NL,8,8,8,7,7,7,6,5,4,6,0,3,1,1,3,2,1,3,1,1
6,601933,NL,5,7,8,4,7,7,5,3,7,7,0,2,1,1,2,4,1,4,1,2
6,601934,NL,7,7,6,6,6,7,6,5,4,5,0,1,1,4,3,4,1,3,1,1
6,601935,NL,4,6,5,5,5,8,5,5,5,5,0,2,1,1,2,4,1,4,1,1
6,601938,NL,7,6,7,7,7,7,4,7,6,6,0,2,2,2,3,3,1,3,2,2
6,601940,NL,6,8,5,7,8,7,7,8,5,6,0,2,1,1,2,3,1,3,1,1
6,601943,NL,8,7,7,7,7,7,7,7,8,6,0,4,1,2,1,2,1,3,2,1
6,601946,NL,8,8,6,8,7,8,6,6,8,8,0,2,1,2,2,3,1,3,1,2
6,601947,NL,8,9,8,6,7,7,5,4,2,3,0,2,1,2,2,3,1,4,1,2
6,601948,NL,5,1,5,2,NA,6,0,0,NA,NA,0,2,1,1,4,NA,2,4,1,1
6,601949,NL,6,5,5,5,6,7,5,5,4,7,0,2,2,4,1,3,1,3,2,2
6,601950,NL,7,8,6,6,7,7,6,6,7,NA,0,2,1,1,1,3,1,4,1,1
6,601953,NL,5,10,2,7,8,8,6,6,5,8,0,2,1,1,2,4,1,4,1,2
6,601959,NL,7,5,7,7,8,8,5,6,6,4,0,2,1,2,2,3,1,3,2,1
6,601960,NL,7,7,7,5,6,7,5,5,4,4,0,2,2,2,1,3,1,1,2,1
6,601961,NL,5,7,8,7,7,7,5,7,6,6,0,3,1,1,1,3,1,3,1,1
6,601965,NL,7,7,5,5,5,7,6,6,6,7,0,1,1,1,1,4,1,4,1,1
6,601966,NL,5,5,5,7,8,7,6,6,8,7,0,4,3,3,3,1,3,2,4,4
6,601967,NL,4,7,4,3,5,7,4,6,6,6,0,4,2,1,2,3,1,3,1,2
6,601968,NL,8,8,7,3,3,4,3,2,4,5,0,2,1,1,2,3,1,4,1,2
6,601970,NL,4,4,0,4,5,8,4,3,4,5,0,2,1,1,1,4,1,3,1,2
6,601973,NL,5,8,8,NA,NA,6,NA,NA,NA,5,1,2,2,2,4,2,4,3,2,2
6,601974,NL,6,8,7,3,7,7,3,5,6,6,0,2,2,1,3,4,1,3,1,2
6,601977,NL,6,6,7,5,6,7,4,4,3,4,0,2,1,1,1,3,1,3,1,2
6,601982,NL,7,7,6,5,5,3,5,3,NA,NA,0,4,1,1,1,4,1,3,1,2
6,601983,NL,6,5,3,6,6,6,6,5,5,7,0,2,1,1,1,4,1,3,1,2
6,601984,NL,10,8,6,6,7,7,5,6,6,6,0,3,1,2,2,3,3,4,1,2
6,601985,NL,6,5,3,7,8,5,9,8,8,8,0,2,1,2,2,3,1,4,1,2
6,601986,NL,7,8,5,7,6,8,7,6,6,5,0,1,1,1,1,4,1,4,1,1
6,601987,NL,5,6,1,7,6,8,4,4,5,3,0,4,3,3,4,2,1,1,4,3
6,601992,NL,7,8,3,7,9,8,8,8,6,4,0,1,1,1,2,4,1,4,1,1
6,601994,NL,5,5,5,4,1,0,8,6,7,8,0,1,1,1,1,1,1,4,1,1
6,601996,NL,6,0,6,6,7,6,6,6,6,5,0,1,2,4,4,2,1,2,3,1
6,601997,NL,4,5,4,3,5,5,4,2,3,4,0,4,1,2,2,3,1,3,1,1
6,601998,NL,5,8,6,7,5,4,6,6,7,6,0,3,1,1,2,4,1,3,2,1
6,601999,NL,8,4,7,5,5,8,5,5,5,5,0,1,1,1,2,4,1,4,1,1
6,602000,NL,7,8,4,7,8,4,6,5,5,3,0,2,1,1,1,4,1,4,1,1
6,602001,NL,7,9,7,8,8,8,8,7,5,8,0,2,1,1,1,2,1,4,1,1
6,602005,NL,6,7,6,6,5,7,6,6,6,5,0,3,1,1,2,3,1,2,1,1
6,602009,NL,6,3,2,4,4,2,3,4,5,7,0,4,2,1,3,2,1,3,1,2
6,602010,NL,0,0,0,0,0,3,0,0,0,0,0,2,1,2,2,2,2,1,2,2
6,602012,NL,8,7,7,8,8,7,6,6,7,7,0,2,2,2,1,3,1,3,1,2
6,602014,NL,7,7,6,8,9,7,6,6,7,5,0,2,1,1,2,3,1,3,1,3
6,602015,NL,5,5,5,6,8,8,6,6,5,8,0,2,1,2,2,3,1,3,1,1
6,602016,NL,7,7,6,5,3,4,5,5,3,6,0,2,1,1,2,2,1,3,2,1
6,602017,NL,8,6,7,8,7,8,7,7,7,8,0,3,1,1,1,4,2,4,2,3
6,602019,NL,8,8,5,7,8,8,7,7,6,6,0,4,1,2,2,3,1,2,1,2
6,602023,NL,7,7,5,6,7,7,6,6,6,7,0,3,1,1,2,4,1,3,1,2
6,602024,NL,3,4,4,6,5,5,2,3,2,8,0,2,1,2,1,4,1,4,1,1
6,602025,NL,2,5,6,7,6,6,7,6,5,6,0,3,2,2,2,3,1,3,2,2
6,602027,NL,7,8,5,7,8,7,8,7,7,8,0,1,1,1,1,3,1,4,1,1
6,602028,NL,6,8,9,5,6,5,5,4,2,5,0,2,1,2,1,3,1,3,2,2
6,602030,NL,7,7,7,NA,5,7,4,4,NA,6,0,2,1,2,1,3,2,3,2,2
6,602033,NL,6,8,8,5,5,6,6,5,NA,5,0,2,2,2,2,3,2,3,2,1
6,602034,NL,7,7,7,6,7,8,6,6,6,7,0,2,1,1,1,3,1,3,1,1
6,602037,NL,5,7,8,6,7,7,6,6,6,6,0,2,1,2,2,3,1,3,1,2
6,602038,NL,2,5,5,8,8,8,5,6,5,3,0,2,2,1,2,3,2,3,1,2
6,602039,NL,2,3,4,2,2,5,0,0,2,0,0,4,1,1,1,3,1,2,1,1
6,602042,NL,7,6,5,6,6,6,5,6,6,5,1,2,1,2,2,4,2,3,2,1
6,602043,NL,0,7,7,7,5,7,4,5,6,8,0,2,1,1,2,3,2,4,1,2
6,602044,NL,7,8,8,7,9,9,6,4,8,8,0,1,1,1,1,2,1,3,1,1
6,602049,NL,6,7,4,0,2,8,0,0,0,3,0,2,1,2,2,3,1,4,1,1
6,602051,NL,8,8,6,6,7,7,5,5,6,7,0,2,1,1,3,4,1,4,2,3
6,602053,NL,8,8,7,8,9,10,6,6,6,7,0,2,1,2,2,3,1,4,2,2
6,602057,NL,7,7,6,7,7,7,6,7,5,5,0,2,1,1,1,4,1,4,1,1
6,602059,NL,0,5,5,5,5,7,7,7,NA,NA,0,4,2,2,2,2,1,2,1,3
6,602062,NL,5,7,4,5,5,8,6,6,5,5,0,2,1,1,1,3,1,3,1,1
6,602065,NL,5,5,7,6,8,7,6,5,7,8,0,3,1,4,2,3,2,3,2,3
6,602069,NL,6,7,6,6,7,8,7,6,5,6,0,3,1,1,2,3,2,3,2,2
6,602072,NL,7,7,6,6,6,8,6,6,7,8,0,3,1,2,2,2,2,2,1,2
6,602078,NL,8,8,7,7,8,7,7,7,7,7,0,2,1,1,1,4,1,4,1,1
6,602079,NL,7,8,7,7,6,6,7,7,5,7,0,1,1,1,2,1,1,1,1,1
6,602080,NL,7,7,6,7,8,7,6,6,6,6,0,2,1,2,1,2,1,3,2,1
6,602081,NL,8,7,7,8,7,7,7,7,6,7,0,2,1,1,2,4,1,3,2,1
6,602082,NL,8,8,8,6,8,8,7,7,5,5,0,3,2,2,3,4,1,3,2,2
6,602083,NL,5,0,5,NA,6,9,9,9,NA,8,0,2,4,4,4,2,3,2,3,2
6,602084,NL,7,5,5,4,5,6,4,6,6,7,0,2,1,1,1,3,1,3,1,1
6,602087,NL,8,8,8,7,8,8,8,8,7,8,0,2,1,2,2,3,1,3,1,1
6,602090,NL,2,5,7,0,5,8,5,5,5,5,0,2,1,1,4,4,1,4,1,1
6,602093,NL,8,6,6,6,8,8,7,7,7,7,0,1,1,1,4,3,1,4,2,2
6,602098,NL,7,5,3,5,5,7,5,5,5,5,0,2,1,1,1,3,1,3,1,1
6,602100,NL,3,3,5,7,7,8,1,5,5,0,0,1,1,1,2,4,1,4,1,1
6,602103,NL,7,7,4,4,7,8,4,5,3,4,0,4,1,2,1,4,1,1,1,1
6,602104,NL,7,7,7,6,8,8,5,5,6,7,0,1,1,1,2,3,1,3,1,1
6,602110,NL,6,7,5,4,6,7,4,4,4,4,1,1,2,2,3,3,1,3,1,2
6,602111,NL,6,4,4,6,4,7,6,6,6,7,0,3,2,3,1,2,2,3,2,3
6,602113,NL,8,7,7,6,7,6,6,7,8,7,0,3,1,2,3,3,1,3,2,2
6,602114,NL,7,7,8,8,7,8,8,8,6,7,0,2,1,1,1,4,1,4,1,1
6,602116,NL,7,7,5,2,6,6,3,3,3,1,0,1,1,2,3,3,1,3,2,2
6,602117,NL,7,7,5,6,5,5,6,6,6,6,0,2,2,2,3,2,2,2,2,2
6,602119,NL,4,4,2,3,8,8,3,2,1,6,0,2,1,1,2,3,1,4,1,2
6,602120,NL,7,7,7,8,8,8,8,8,5,6,0,3,1,2,2,3,1,3,2,1
6,602121,NL,7,7,6,5,6,7,6,6,4,7,0,2,1,2,2,4,1,4,2,1
6,602122,NL,7,7,5,6,7,6,6,5,6,7,0,2,1,1,1,3,1,4,1,1
6,602123,NL,6,6,5,7,8,8,7,7,6,7,0,2,1,1,1,3,1,2,2,2
6,602126,NL,5,3,4,5,5,7,5,6,8,6,0,4,1,1,1,4,1,3,2,1
6,602127,NL,5,8,7,2,6,7,2,2,2,5,0,2,2,2,2,3,2,3,2,2
6,602128,NL,7,7,5,7,8,7,7,7,6,8,0,2,1,1,1,3,1,3,1,1
6,602130,NL,7,7,2,9,4,10,7,7,4,5,0,1,1,2,2,4,2,4,2,2
6,602133,NL,7,8,6,5,4,6,5,6,5,7,0,2,1,2,1,4,2,3,2,2
6,602136,NL,5,5,5,4,4,6,6,6,6,7,0,2,2,3,1,3,1,3,1,2
